algorithm,percentile of pool members,selection probability
k/n,12.133891213389122,0.12552301255230125
k/n,12.552301255230125,0.12552301255230125
k/n,12.97071129707113,0.12552301255230125
k/n,13.389121338912133,0.12552301255230125
k/n,13.807531380753138,0.12552301255230125
k/n,14.225941422594143,0.12552301255230125
k/n,14.644351464435147,0.12552301255230125
k/n,15.062761506276152,0.12552301255230125
k/n,15.481171548117153,0.12552301255230125
k/n,15.899581589958158,0.12552301255230125
k/n,16.317991631799163,0.12552301255230125
k/n,16.736401673640167,0.12552301255230125
k/n,17.154811715481173,0.12552301255230125
k/n,17.573221757322173,0.12552301255230125
k/n,17.99163179916318,0.12552301255230125
k/n,18.410041841004183,0.12552301255230125
k/n,18.828451882845187,0.12552301255230125
k/n,19.246861924686193,0.12552301255230125
k/n,19.665271966527197,0.12552301255230125
k/n,20.0836820083682,0.12552301255230125
k/n,20.502092050209207,0.12552301255230125
k/n,20.920502092050206,0.12552301255230125
k/n,21.338912133891213,0.12552301255230125
k/n,21.75732217573222,0.12552301255230125
k/n,22.17573221757322,0.12552301255230125
k/n,22.594142259414227,0.12552301255230125
k/n,23.01255230125523,0.12552301255230125
k/n,23.430962343096233,0.12552301255230125
k/n,23.84937238493724,0.12552301255230125
k/n,24.267782426778243,0.12552301255230125
k/n,24.686192468619247,0.12552301255230125
k/n,25.10460251046025,0.12552301255230125
k/n,25.523012552301257,0.12552301255230125
k/n,25.94142259414226,0.12552301255230125
k/n,26.359832635983267,0.12552301255230125
k/n,26.778242677824267,0.12552301255230125
k/n,27.19665271966527,0.12552301255230125
k/n,27.615062761506277,0.12552301255230125
k/n,28.03347280334728,0.12552301255230125
k/n,28.451882845188287,0.12552301255230125
k/n,28.870292887029287,0.12552301255230125
k/n,29.288702928870293,0.12552301255230125
k/n,29.707112970711297,0.12552301255230125
k/n,30.125523012552303,0.12552301255230125
k/n,30.543933054393307,0.12552301255230125
k/n,30.962343096234306,0.12552301255230125
k/n,31.380753138075313,0.12552301255230125
k/n,31.799163179916317,0.12552301255230125
k/n,32.21757322175732,0.12552301255230125
k/n,32.63598326359833,0.12552301255230125
k/n,33.054393305439326,0.12552301255230125
k/n,33.47280334728033,0.12552301255230125
k/n,33.89121338912134,0.12552301255230125
k/n,34.30962343096235,0.12552301255230125
k/n,34.72803347280335,0.12552301255230125
k/n,35.146443514644346,0.12552301255230125
k/n,35.56485355648535,0.12552301255230125
k/n,35.98326359832636,0.12552301255230125
k/n,36.40167364016737,0.12552301255230125
k/n,36.82008368200837,0.12552301255230125
k/n,37.238493723849366,0.12552301255230125
k/n,37.65690376569037,0.12552301255230125
k/n,38.07531380753138,0.12552301255230125
k/n,38.49372384937239,0.12552301255230125
k/n,38.912133891213394,0.12552301255230125
k/n,39.33054393305439,0.12552301255230125
k/n,39.74895397489539,0.12552301255230125
k/n,40.1673640167364,0.12552301255230125
k/n,40.58577405857741,0.12552301255230125
k/n,41.00418410041841,0.12552301255230125
k/n,41.42259414225941,0.12552301255230125
